latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,geometry
-23.674,-59.75713,325.76,0.51,0.41,2025-01-18,450,N,VIIRS,n,2.0NRT,297.34,1.62,N,POINT (-59.75713 -23.674)
-23.67275,-59.75522,314.74,0.51,0.41,2025-01-18,450,N,VIIRS,n,2.0NRT,296.26,2.85,N,POINT (-59.75522 -23.67275)
-23.6702,-59.75629,310.41,0.51,0.41,2025-01-18,450,N,VIIRS,n,2.0NRT,296.49,1.62,N,POINT (-59.75629 -23.6702)
-23.61229,-58.30405,310.07,0.44,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.43,1.26,N,POINT (-58.30405 -23.61229)
-23.58211,-57.40504,308.16,0.41,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,295.59,0.84,N,POINT (-57.40504 -23.58211)
-23.57797,-57.40839,322.81,0.41,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,297.09,2.07,N,POINT (-57.40839 -23.57797)
-23.57452,-57.4077,310.43,0.41,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,296.39,2.07,N,POINT (-57.4077 -23.57452)
-23.57208,-61.02097,314.26,0.4,0.44,2025-01-18,450,N,VIIRS,n,2.0NRT,294.93,1.43,N,POINT (-61.02097 -23.57208)
-23.57131,-61.02493,319.16,0.4,0.44,2025-01-18,450,N,VIIRS,n,2.0NRT,294.83,1.43,N,POINT (-61.02493 -23.57131)
-23.568,-61.02002,312.92,0.4,0.44,2025-01-18,450,N,VIIRS,n,2.0NRT,294.94,1.43,N,POINT (-61.02002 -23.568)
-23.49048,-56.52037,323.5,0.39,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,294.17,2.41,N,POINT (-56.52037 -23.49048)
-23.48983,-56.52424,338.14,0.39,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,295.34,5.11,N,POINT (-56.52424 -23.48983)
-23.4871,-56.51972,316.32,0.39,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,294.29,2.41,N,POINT (-56.51972 -23.4871)
-23.48646,-56.5236,322.69,0.39,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,294.07,5.11,N,POINT (-56.5236 -23.48646)
-23.4693,-56.01025,306.38,0.39,0.36,2025-01-18,450,N,VIIRS,n,2.0NRT,294.4,0.89,N,POINT (-56.01025 -23.4693)
-23.44909,-57.73265,308.35,0.42,0.38,2025-01-18,450,N,VIIRS,n,2.0NRT,294.37,0.55,N,POINT (-57.73265 -23.44909)
-23.44127,-60.57446,313.52,0.57,0.43,2025-01-18,450,N,VIIRS,n,2.0NRT,295.23,1.6,N,POINT (-60.57446 -23.44127)
-23.44018,-60.58007,318.51,0.57,0.43,2025-01-18,450,N,VIIRS,n,2.0NRT,295.49,2.47,N,POINT (-60.58007 -23.44018)
-23.43327,-56.8195,311.51,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,292.37,0.92,N,POINT (-56.8195 -23.43327)
-23.43261,-56.82343,311.74,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,292.72,0.92,N,POINT (-56.82343 -23.43261)
-23.41132,-58.275,321.82,0.44,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.54,1.31,N,POINT (-58.275 -23.41132)
-23.40776,-58.27425,311.7,0.44,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.21,1.31,N,POINT (-58.27425 -23.40776)
-23.40143,-58.26841,312.94,0.44,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.25,1.62,N,POINT (-58.26841 -23.40143)
-23.40065,-58.27277,318.87,0.44,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.39,1.62,N,POINT (-58.27277 -23.40065)
-23.39986,-58.27713,308.58,0.44,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,294.99,0.71,N,POINT (-58.27713 -23.39986)
-23.39942,-58.26975,326.82,0.44,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,296.04,2.03,N,POINT (-58.26975 -23.39942)
-23.39865,-58.27412,328.22,0.45,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,296.32,2.03,N,POINT (-58.27412 -23.39865)
-23.39787,-58.26767,309.25,0.44,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,294.24,1.36,N,POINT (-58.26767 -23.39787)
-23.39709,-58.27203,325.65,0.44,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,296.25,1.36,N,POINT (-58.27203 -23.39709)
-23.3963,-58.27638,316.52,0.44,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.98,1.17,N,POINT (-58.27638 -23.3963)
-23.39552,-58.28075,314.12,0.45,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.2,1.17,N,POINT (-58.28075 -23.39552)
-23.39509,-58.27338,308.92,0.45,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,294.87,2.03,N,POINT (-58.27338 -23.39509)
-23.39433,-58.27774,313.1,0.45,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.43,1.54,N,POINT (-58.27774 -23.39433)
-23.39357,-58.28211,314.35,0.45,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.94,1.54,N,POINT (-58.28211 -23.39357)
-23.39353,-58.27128,310.22,0.44,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,294.46,1.36,N,POINT (-58.27128 -23.39353)
-23.39317,-58.29383,310.28,0.45,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.51,1.28,N,POINT (-58.29383 -23.39317)
-23.3923,-58.26826,312.26,0.44,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,294.68,1.53,N,POINT (-58.26826 -23.3923)
-23.39196,-58.28,310.77,0.45,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.11,1.17,N,POINT (-58.28 -23.39196)
-23.39117,-58.28437,311.63,0.45,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.28,1.27,N,POINT (-58.28437 -23.39117)
-23.39077,-58.27699,311.48,0.45,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,294.78,1.26,N,POINT (-58.27699 -23.39077)
-23.39039,-58.28873,311.59,0.45,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.43,1.27,N,POINT (-58.28873 -23.39039)
-23.39001,-58.28136,310.81,0.45,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.31,1.26,N,POINT (-58.28136 -23.39001)
-23.38924,-58.28573,317.17,0.45,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.59,2.48,N,POINT (-58.28573 -23.38924)
-23.38721,-58.27624,318.57,0.45,0.39,2025-01-18,450,N,VIIRS,n,2.0NRT,295.78,1.26,N,POINT (-58.27624 -23.38721)
-23.34615,-56.27153,305.95,0.39,0.36,2025-01-18,450,N,VIIRS,n,2.0NRT,294.4,0.95,N,POINT (-56.27153 -23.34615)
-23.34341,-56.26707,308.07,0.39,0.36,2025-01-18,450,N,VIIRS,n,2.0NRT,294.3,3.2,N,POINT (-56.26707 -23.34341)
-23.34278,-56.2709,351.03,0.39,0.36,2025-01-18,450,N,VIIRS,n,2.0NRT,298.84,3.2,N,POINT (-56.2709 -23.34278)
-23.34215,-56.27474,310.97,0.39,0.36,2025-01-18,450,N,VIIRS,n,2.0NRT,295.6,1.88,N,POINT (-56.27474 -23.34215)
-23.34005,-56.26644,314.02,0.39,0.36,2025-01-18,450,N,VIIRS,n,2.0NRT,294.59,3.2,N,POINT (-56.26644 -23.34005)
-23.33942,-56.27028,345.69,0.39,0.36,2025-01-18,450,N,VIIRS,n,2.0NRT,298.91,3.2,N,POINT (-56.27028 -23.33942)
-23.33879,-56.27411,320.41,0.39,0.36,2025-01-18,450,N,VIIRS,n,2.0NRT,296.21,1.88,N,POINT (-56.27411 -23.33879)
-23.32893,-56.43896,308.52,0.39,0.36,2025-01-18,450,N,VIIRS,n,2.0NRT,294.88,1.4,N,POINT (-56.43896 -23.32893)
-23.25544,-60.45279,309.14,0.57,0.43,2025-01-18,450,N,VIIRS,n,2.0NRT,294.94,2.39,N,POINT (-60.45279 -23.25544)
-23.19882,-60.24364,307.01,0.55,0.43,2025-01-18,450,N,VIIRS,n,2.0NRT,294.43,1.78,N,POINT (-60.24364 -23.19882)
-23.05337,-56.09467,319.75,0.39,0.36,2025-01-18,450,N,VIIRS,n,2.0NRT,293.76,1.6,N,POINT (-56.09467 -23.05337)
-22.97244,-56.30916,303.34,0.39,0.36,2025-01-18,450,N,VIIRS,n,2.0NRT,288.76,0.58,N,POINT (-56.30916 -22.97244)
-22.96844,-56.31235,303.93,0.39,0.36,2025-01-18,450,N,VIIRS,n,2.0NRT,289.5,0.58,N,POINT (-56.31235 -22.96844)
-22.87671,-57.31712,320.88,0.42,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,294.13,4.09,N,POINT (-57.31712 -22.87671)
-22.86849,-60.74313,309.52,0.4,0.44,2025-01-18,450,N,VIIRS,n,2.0NRT,293.96,1.39,N,POINT (-60.74313 -22.86849)
-22.86442,-60.7422,304.87,0.4,0.44,2025-01-18,450,N,VIIRS,n,2.0NRT,293.73,0.77,N,POINT (-60.7422 -22.86442)
-22.8628,-53.50576,351.41,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,289.85,11.5,N,POINT (-53.50576 -22.8628)
-22.86222,-53.50968,310.23,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,280.83,7.02,N,POINT (-53.50968 -22.86222)
-22.86164,-53.51361,317.9,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,279.66,7.02,N,POINT (-53.51361 -22.86164)
-22.86106,-53.51752,309.51,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,284.19,4.43,N,POINT (-53.51752 -22.86106)
-22.85998,-53.50126,331.48,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,282.78,11.5,N,POINT (-53.50126 -22.85998)
-22.8594,-53.50518,334.12,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,282.52,11.5,N,POINT (-53.50518 -22.8594)
-22.85882,-53.5091,350.86,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,285.03,7.02,N,POINT (-53.5091 -22.85882)
-22.85824,-53.51302,356.82,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,286.24,7.02,N,POINT (-53.51302 -22.85824)
-22.85765,-53.51694,338.14,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,285.86,4.43,N,POINT (-53.51694 -22.85765)
-22.85658,-53.50068,307.14,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,279.07,1.99,N,POINT (-53.50068 -22.85658)
-22.856,-53.50459,313.87,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,283.36,1.99,N,POINT (-53.50459 -22.856)
-22.85542,-53.50851,314.61,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,281.24,1.99,N,POINT (-53.50851 -22.85542)
-22.85483,-53.51244,322.91,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,279.96,1.99,N,POINT (-53.51244 -22.85483)
-22.85376,-53.49617,300.27,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,273.48,1.05,N,POINT (-53.49617 -22.85376)
-22.85317,-53.50009,331.91,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,279.28,1.99,N,POINT (-53.50009 -22.85317)
-22.85035,-53.49559,301.68,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,273.4,0.78,N,POINT (-53.49559 -22.85035)
-22.84977,-53.4995,300.38,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,271.02,0.69,N,POINT (-53.4995 -22.84977)
-22.84587,-53.47871,304.08,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,257.52,1.02,N,POINT (-53.47871 -22.84587)
-22.84304,-53.47421,322.96,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,257.54,1.02,N,POINT (-53.47421 -22.84304)
-22.84246,-53.47813,314.41,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,261.4,1.02,N,POINT (-53.47813 -22.84246)
-22.83963,-53.47362,300.41,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,257.68,0.31,N,POINT (-53.47362 -22.83963)
-22.83905,-53.47755,312.94,0.4,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,263.41,0.31,N,POINT (-53.47755 -22.83905)
-22.70834,-57.43703,332.23,0.42,0.38,2025-01-18,450,N,VIIRS,n,2.0NRT,292.81,6.24,N,POINT (-57.43703 -22.70834)
-22.7014,-57.43561,311.28,0.42,0.38,2025-01-18,450,N,VIIRS,n,2.0NRT,292.8,4.04,N,POINT (-57.43561 -22.7014)
-22.67382,-42.85303,322.86,0.51,0.66,2025-01-18,450,N,VIIRS,n,2.0NRT,292.1,2.56,N,POINT (-42.85303 -22.67382)
-22.65875,-57.34353,319.74,0.42,0.38,2025-01-18,450,N,VIIRS,n,2.0NRT,287.93,1.99,N,POINT (-57.34353 -22.65875)
-21.88677,-56.10923,295.04,0.39,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,255.02,1.37,N,POINT (-56.10923 -21.88677)
-21.88613,-56.11306,302.69,0.39,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,257.91,1.37,N,POINT (-56.11306 -21.88613)
-21.8834,-56.10856,317.11,0.39,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,258.78,1.37,N,POINT (-56.10856 -21.8834)
-21.88277,-56.11239,335.86,0.39,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,259.82,1.37,N,POINT (-56.11239 -21.88277)
-21.88213,-56.11623,297.54,0.39,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,258.49,1.27,N,POINT (-56.11623 -21.88213)
-21.8794,-56.11172,301.45,0.39,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,257.62,1.23,N,POINT (-56.11172 -21.8794)
-21.87877,-56.11557,318.4,0.39,0.37,2025-01-18,450,N,VIIRS,n,2.0NRT,257.37,0.67,N,POINT (-56.11557 -21.87877)
-21.63856,-61.25424,313.91,0.45,0.47,2025-01-18,450,N,VIIRS,n,2.0NRT,289.66,1.93,N,POINT (-61.25424 -21.63856)
-21.63806,-61.26083,315.57,0.45,0.47,2025-01-18,450,N,VIIRS,n,2.0NRT,291.98,2.96,N,POINT (-61.26083 -21.63806)
-21.63772,-61.25859,320.96,0.45,0.47,2025-01-18,450,N,VIIRS,n,2.0NRT,291.62,3.82,N,POINT (-61.25859 -21.63772)
-21.63464,-61.25551,328.13,0.45,0.47,2025-01-18,450,N,VIIRS,n,2.0NRT,291.53,2.96,N,POINT (-61.25551 -21.63464)
-21.63427,-61.25325,317.35,0.45,0.47,2025-01-18,450,N,VIIRS,n,2.0NRT,289.99,1.93,N,POINT (-61.25325 -21.63427)
-21.63377,-61.25985,317.91,0.45,0.47,2025-01-18,450,N,VIIRS,n,2.0NRT,292.41,2.96,N,POINT (-61.25985 -21.63377)
-21.63342,-61.2576,313.5,0.45,0.47,2025-01-18,450,N,VIIRS,n,2.0NRT,291.28,3.82,N,POINT (-61.2576 -21.63342)
-21.26909,-39.99214,315.98,0.75,0.77,2025-01-18,450,N,VIIRS,n,2.0NRT,286.8,2.77,N,POINT (-39.99214 -21.26909)
-21.26856,-39.99975,302.44,0.75,0.77,2025-01-18,450,N,VIIRS,n,2.0NRT,286.71,2.77,N,POINT (-39.99975 -21.26856)
-20.76382,-46.76971,302.02,0.55,0.51,2025-01-18,450,N,VIIRS,n,2.0NRT,286.24,0.91,N,POINT (-46.76971 -20.76382)
-20.54478,-60.58917,305.9,0.43,0.46,2025-01-18,450,N,VIIRS,n,2.0NRT,269.9,1.07,N,POINT (-60.58917 -20.54478)
-20.54399,-60.5933,307.0,0.43,0.46,2025-01-18,450,N,VIIRS,n,2.0NRT,268.94,1.07,N,POINT (-60.5933 -20.54399)
-20.54031,-60.56678,302.39,0.43,0.46,2025-01-18,450,N,VIIRS,n,2.0NRT,269.68,1.07,N,POINT (-60.56678 -20.54031)
-20.53636,-60.58731,306.96,0.43,0.46,2025-01-18,450,N,VIIRS,n,2.0NRT,267.31,0.67,N,POINT (-60.58731 -20.53636)
-20.53532,-60.56995,308.84,0.43,0.46,2025-01-18,450,N,VIIRS,n,2.0NRT,269.13,1.6,N,POINT (-60.56995 -20.53532)
-20.53137,-60.59051,298.16,0.43,0.46,2025-01-18,450,N,VIIRS,n,2.0NRT,266.39,0.67,N,POINT (-60.59051 -20.53137)
-20.52796,-60.58546,304.63,0.43,0.46,2025-01-18,450,N,VIIRS,n,2.0NRT,265.72,0.58,N,POINT (-60.58546 -20.52796)
-20.52716,-60.58958,299.75,0.43,0.46,2025-01-18,450,N,VIIRS,n,2.0NRT,265.85,0.58,N,POINT (-60.58958 -20.52716)
-20.52637,-60.5937,299.55,0.43,0.46,2025-01-18,450,N,VIIRS,n,2.0NRT,266.49,0.42,N,POINT (-60.5937 -20.52637)
-20.50302,-60.44399,306.06,0.42,0.45,2025-01-18,450,N,VIIRS,n,2.0NRT,268.11,1.62,N,POINT (-60.44399 -20.50302)
-19.82362,-43.13048,324.09,0.46,0.64,2025-01-18,450,N,VIIRS,n,2.0NRT,289.62,2.34,N,POINT (-43.13048 -19.82362)
-19.60921,-44.05761,304.18,0.4,0.6,2025-01-18,450,N,VIIRS,n,2.0NRT,288.59,0.91,N,POINT (-44.05761 -19.60921)
-19.6088,-44.06165,302.4,0.4,0.6,2025-01-18,450,N,VIIRS,n,2.0NRT,288.69,1.27,N,POINT (-44.06165 -19.6088)
-34.10745,-70.46043,324.47,0.41,0.61,2025-01-18,453,N,VIIRS,n,2.0NRT,273.54,2.13,N,POINT (-70.46043 -34.10745)
-34.10479,-70.45609,336.94,0.41,0.61,2025-01-18,453,N,VIIRS,n,2.0NRT,279.06,4.56,N,POINT (-70.45609 -34.10479)
-34.10358,-70.46059,302.32,0.41,0.61,2025-01-18,453,N,VIIRS,n,2.0NRT,274.93,3.37,N,POINT (-70.46059 -34.10358)
-34.10235,-70.45682,327.71,0.41,0.61,2025-01-18,453,N,VIIRS,n,2.0NRT,280.4,3.32,N,POINT (-70.45682 -34.10235)
-33.5627,-71.57837,295.57,0.49,0.65,2025-01-18,453,N,VIIRS,n,2.0NRT,282.54,0.71,N,POINT (-71.57837 -33.5627)
-33.56111,-71.58406,300.31,0.49,0.65,2025-01-18,453,N,VIIRS,n,2.0NRT,282.44,0.71,N,POINT (-71.58406 -33.56111)
-31.21667,-60.07553,307.42,0.43,0.38,2025-01-18,453,N,VIIRS,n,2.0NRT,292.41,0.67,N,POINT (-60.07553 -31.21667)
-30.87783,-57.97571,351.01,0.39,0.36,2025-01-18,453,N,VIIRS,n,2.0NRT,296.93,6.99,N,POINT (-57.97571 -30.87783)
-30.87515,-57.97091,305.66,0.39,0.36,2025-01-18,453,N,VIIRS,n,2.0NRT,293.92,1.41,N,POINT (-57.97091 -30.87515)
-30.87449,-57.97497,324.77,0.39,0.36,2025-01-18,453,N,VIIRS,n,2.0NRT,295.44,1.41,N,POINT (-57.97497 -30.87449)
-30.77201,-60.28149,303.03,0.44,0.38,2025-01-18,453,N,VIIRS,n,2.0NRT,292.21,1.04,N,POINT (-60.28149 -30.77201)
-30.77117,-60.28608,305.39,0.44,0.38,2025-01-18,453,N,VIIRS,n,2.0NRT,292.33,0.87,N,POINT (-60.28608 -30.77117)
-30.76848,-60.28063,306.6,0.44,0.38,2025-01-18,453,N,VIIRS,n,2.0NRT,292.55,1.04,N,POINT (-60.28063 -30.76848)
-30.71736,-59.84357,304.21,0.42,0.38,2025-01-18,453,N,VIIRS,n,2.0NRT,292.29,0.33,N,POINT (-59.84357 -30.71736)
-30.24681,-58.6509,316.25,0.4,0.37,2025-01-18,453,N,VIIRS,n,2.0NRT,292.85,1.46,N,POINT (-58.6509 -30.24681)
-30.2461,-58.65506,304.42,0.4,0.37,2025-01-18,453,N,VIIRS,n,2.0NRT,292.77,1.3,N,POINT (-58.65506 -30.2461)
-30.22411,-58.59829,308.69,0.4,0.37,2025-01-18,453,N,VIIRS,n,2.0NRT,292.34,0.74,N,POINT (-58.59829 -30.22411)
-30.22341,-58.60244,312.55,0.4,0.37,2025-01-18,453,N,VIIRS,n,2.0NRT,292.27,0.74,N,POINT (-58.60244 -30.22341)
-30.2227,-58.60659,310.92,0.4,0.37,2025-01-18,453,N,VIIRS,n,2.0NRT,292.23,1.25,N,POINT (-58.60659 -30.2227)
-30.22002,-58.60168,309.49,0.4,0.37,2025-01-18,453,N,VIIRS,n,2.0NRT,292.17,0.92,N,POINT (-58.60168 -30.22002)
-30.21931,-58.60583,304.68,0.4,0.37,2025-01-18,453,N,VIIRS,n,2.0NRT,292.33,0.85,N,POINT (-58.60583 -30.21931)
-30.15681,-61.49877,326.34,0.5,0.41,2025-01-18,453,N,VIIRS,n,2.0NRT,294.28,3.02,N,POINT (-61.49877 -30.15681)
-30.15306,-61.49781,305.62,0.5,0.41,2025-01-18,453,N,VIIRS,n,2.0NRT,293.78,1.05,N,POINT (-61.49781 -30.15306)
-30.13276,-51.32065,304.84,0.38,0.43,2025-01-18,453,N,VIIRS,n,2.0NRT,292.6,1.02,N,POINT (-51.32065 -30.13276)
-30.13208,-51.31871,304.81,0.38,0.44,2025-01-18,453,N,VIIRS,n,2.0NRT,292.9,1.09,N,POINT (-51.31871 -30.13208)
-29.74222,-59.65795,330.49,0.43,0.38,2025-01-18,453,N,VIIRS,n,2.0NRT,293.19,2.75,N,POINT (-59.65795 -29.74222)
-29.52974,-59.83628,312.1,0.44,0.38,2025-01-18,453,N,VIIRS,n,2.0NRT,293.94,1.26,N,POINT (-59.83628 -29.52974)
-29.52893,-59.84078,306.84,0.44,0.38,2025-01-18,453,N,VIIRS,n,2.0NRT,293.67,1.26,N,POINT (-59.84078 -29.52893)
-29.52765,-59.83797,312.78,0.44,0.38,2025-01-18,453,N,VIIRS,n,2.0NRT,293.83,2.33,N,POINT (-59.83797 -29.52765)
-29.49023,-60.96957,305.42,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.5,1.08,N,POINT (-60.96957 -29.49023)
-29.48748,-60.96367,304.72,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,292.92,0.43,N,POINT (-60.96367 -29.48748)
-29.48378,-60.96275,309.82,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.07,0.88,N,POINT (-60.96275 -29.48378)
-29.47915,-60.96682,317.01,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.96,2.67,N,POINT (-60.96682 -29.47915)
-29.47545,-60.9659,313.49,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.48,2.63,N,POINT (-60.9659 -29.47545)
-29.4745,-60.97091,332.37,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,294.78,2.63,N,POINT (-60.97091 -29.4745)
-29.47268,-62.43995,308.54,0.57,0.43,2025-01-18,453,N,VIIRS,n,2.0NRT,293.39,3.34,N,POINT (-62.43995 -29.47268)
-29.4708,-60.96999,329.78,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,294.12,2.63,N,POINT (-60.96999 -29.4708)
-29.46985,-60.97499,339.3,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,295.21,6.55,N,POINT (-60.97499 -29.46985)
-29.46616,-60.97407,305.77,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.77,0.97,N,POINT (-60.97407 -29.46616)
-29.34893,-60.85448,306.94,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.55,1.39,N,POINT (-60.85448 -29.34893)
-29.34762,-60.85764,306.93,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.75,0.82,N,POINT (-60.85764 -29.34762)
-29.31955,-56.00767,312.12,0.39,0.36,2025-01-18,453,N,VIIRS,n,2.0NRT,295.59,1.34,N,POINT (-56.00767 -29.31955)
-29.31498,-56.01503,306.96,0.39,0.36,2025-01-18,453,N,VIIRS,n,2.0NRT,296.18,1.01,N,POINT (-56.01503 -29.31498)
-29.31103,-56.01838,309.44,0.39,0.36,2025-01-18,453,N,VIIRS,n,2.0NRT,296.13,1.01,N,POINT (-56.01838 -29.31103)
-29.15012,-61.08052,318.65,0.5,0.41,2025-01-18,453,N,VIIRS,n,2.0NRT,293.56,1.99,N,POINT (-61.08052 -29.15012)
-29.14915,-61.08562,306.18,0.5,0.41,2025-01-18,453,N,VIIRS,n,2.0NRT,293.64,1.26,N,POINT (-61.08562 -29.14915)
-29.10752,-55.93557,304.42,0.39,0.36,2025-01-18,453,N,VIIRS,n,2.0NRT,293.25,1.44,N,POINT (-55.93557 -29.10752)
-29.10692,-55.93958,327.8,0.39,0.36,2025-01-18,453,N,VIIRS,n,2.0NRT,294.37,1.44,N,POINT (-55.93958 -29.10692)
-28.95504,-60.77538,305.39,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,292.84,0.72,N,POINT (-60.77538 -28.95504)
-28.82829,-60.61686,308.02,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,292.47,0.77,N,POINT (-60.61686 -28.82829)
-28.82738,-60.62176,309.72,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.21,1.33,N,POINT (-60.62176 -28.82738)
-28.82553,-60.61106,312.67,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,292.55,1.77,N,POINT (-60.61106 -28.82553)
-28.82461,-60.61596,304.61,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.14,1.77,N,POINT (-60.61596 -28.82461)
-28.82186,-60.61017,327.69,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.29,1.77,N,POINT (-60.61017 -28.82186)
-28.81818,-60.60928,327.49,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.31,3.8,N,POINT (-60.60928 -28.81818)
-28.81665,-61.6802,319.29,0.54,0.42,2025-01-18,453,N,VIIRS,n,2.0NRT,294.45,2.78,N,POINT (-61.6802 -28.81665)
-28.81634,-60.59859,308.86,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,292.01,1.87,N,POINT (-60.59859 -28.81634)
-28.81542,-60.60348,322.84,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.51,1.87,N,POINT (-60.60348 -28.81542)
-28.81358,-60.5928,306.46,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,291.94,1.84,N,POINT (-60.5928 -28.81358)
-28.81267,-60.5977,314.63,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,292.71,2.17,N,POINT (-60.5977 -28.81267)
-28.81082,-60.58702,326.44,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.1,1.84,N,POINT (-60.58702 -28.81082)
-28.80991,-60.59191,316.31,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.88,1.84,N,POINT (-60.59191 -28.80991)
-28.80807,-60.58125,337.72,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.07,4.52,N,POINT (-60.58125 -28.80807)
-28.80715,-60.58613,306.36,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,293.43,2.15,N,POINT (-60.58613 -28.80715)
-28.8044,-60.58035,337.99,0.48,0.4,2025-01-18,453,N,VIIRS,n,2.0NRT,294.25,4.52,N,POINT (-60.58035 -28.8044)
